cd_org,lb_org,adresse,adresse_complement,lb_cmne,code_postal,lb_type_association,longitude,latitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
PDL0049110,SAINT MARTIN DU BOIS USJA,MAIRIE DE ST MARTIN DU BOIS,,SAINT-MARTIN-DU-BOIS,49500,Club ,-0.883807,47.67552,0.30993244019138755,0.30086298368298364,Rue de la Mairie 49500 Segré-en-Anjou Bleu,street,49331_1785,,Rue de la Mairie,Rue de la Mairie,49500,Segré-en-Anjou Bleu,"49, Maine-et-Loire, Pays de la Loire",49331,49277,Sainte-Gemmes-d'Andigné,,ok
PDL0049111,SAINT MATHURIN SAINT REMY,MAIRIE DE ST MATHURIN SUR LOIRE,,BEAUFORT-EN-VALLEE,49250,Club ,-0.318769,47.41363,0.5671604812834224,0.5264653846153845,Rue du Port La Vallée 49250 Loire-Authion,street,49307_0101,,Rue du Port La Vallée,Rue du Port La Vallée,49250,Loire-Authion,"49, Maine-et-Loire, Pays de la Loire",49307,49307,Saint-Mathurin-sur-Loire,,ok
PDL0049112,CERQUEUX SOMLOIRE ST PAUL LA PLAINE,MAIRIE,4 RUE DU VIEUX LOGIS,LES CERQUEUX,49360,Club ,-0.642878,46.999405,0.7621452964426877,0.4932939071566731,4 Rue du Vieux Logis 49360 Les Cerqueux,housenumber,49058_0284_00004,4,4 Rue du Vieux Logis,Rue du Vieux Logis,49360,Les Cerqueux,"49, Maine-et-Loire, Pays de la Loire",49058,,,,ok
PDL0049113,MOINE BASKET CLUB,rue DE LA MAIRIE,Mairie déléguée,SAINT-GERMAIN-SUR-MOINE,49230,Club ,-1.12755,47.116332,0.6603130205278592,,Rue de la Mairie (St Germain-sur-Moine) 49230 Sèvremoine,street,49301_1916,,Rue de la Mairie (St Germain-sur-Moine),Rue de la Mairie (St Germain-sur-Moine),49230,Sèvremoine,"49, Maine-et-Loire, Pays de la Loire",49301,49285,St Germain-sur-Moine,,ok
PDL0049114,FUILETAIS REMYGEOIS BASKET,ST REMY EN MAUGES,CHEMIN DE ST JACQUES,SAINT-REMY-EN-MAUGES,49110,Club ,-1.078389,47.273963,0.6336580419580419,,Chemin Saint-Jacques 49110 Montrevault-sur-Èvre,street,49218_wk6l2o,,Chemin Saint-Jacques,Chemin Saint-Jacques,49110,Montrevault-sur-Èvre,"49, Maine-et-Loire, Pays de la Loire",49218,49316,St Rémy-en-Mauges,,ok
PDL0049115,ELAN LIGERIEN BASKET,31 Rue de la Mairie,,POSSONNIERE,49170,Club ,-0.688846,47.374444,0.8424454545454545,0.6613119834710743,31 Rue de la Mairie 49170 La Possonnière,housenumber,49247_0091_00031,31,31 Rue de la Mairie,Rue de la Mairie,49170,La Possonnière,"49, Maine-et-Loire, Pays de la Loire",49247,,,,ok
PDL0049116,SAUMUR LOIRE BASKET 49,GUY DOUSSARD- BAGNEUX,SALLE DES HAUTS SENTIERS,SAUMUR,49400,Club ,-0.091875,47.245359,0.4303700596125186,,Rue Guy Doussard 49400 Saumur,street,49328_f0v4rv,,Rue Guy Doussard,Rue Guy Doussard,49400,Saumur,"49, Maine-et-Loire, Pays de la Loire",49328,49016,Bagneux,,ok
PDL0049117,VALLEE BASKET CLUB,27 rue des Seillandières,,BEAUFORT-EN-VALLEE,49250,Club ,-0.209532,47.447142,0.9252197031539888,,27 Rue des Seillandieres 49250 Beaufort-en-Anjou,housenumber,49021_1245_00027,27,27 Rue des Seillandieres,Rue des Seillandieres,49250,Beaufort-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49021,49021,Beaufort-en-Vallée,,ok
PDL0049119,SEGRE,Route de Pouancé,Complexe sportif Bernard Madiot,SEGRE-EN-ANJOU-BLEU,49500,Club ,-0.888748,47.688315,0.5381750368550369,0.37881374207188157,Route de Pouancé 49500 Segré-en-Anjou Bleu,street,49331_1204,,Route de Pouancé,Route de Pouancé,49500,Segré-en-Anjou Bleu,"49, Maine-et-Loire, Pays de la Loire",49331,49331,Segré,,ok
PDL0049120,SEGUINIERE (LA) ST LOUIS BASKET,15 AVENUE CHARLES DE GAULLE,,SEGUINIERE,49280,Club ,-0.935063,47.062155,0.8596145647969051,,15 Avenue charles de gaulle 49280 La Séguinière,housenumber,49332_0089_00015,15,15 Avenue charles de gaulle,Avenue charles de gaulle,49280,La Séguinière,"49, Maine-et-Loire, Pays de la Loire",49332,,,,ok
PDL0049121,SEICHES BASKET CLUB SBC,MAIRIE,,SEICHES-SUR-LE-LOIR,49140,Club ,-0.364888,47.594963,0.7349732258064515,0.6258730376940133,Seiches-sur-le-Loir,municipality,49333,,Seiches-sur-le-Loir,,49140,Seiches-sur-le-Loir,"49, Maine-et-Loire, Pays de la Loire",49333,,,,ok
PDL0049123,LOIR BASKET CLUB,COMPLEXE DES VIGNES D'OULES,,VILLEVEQUE,49140,Club ,-0.421272,47.557795,0.6476581818181818,0.43614862838915464,Chemin des Vignes d'Oule 49140 Rives-du-Loir-en-Anjou,street,49377_0198,,Chemin des Vignes d'Oule,Chemin des Vignes d'Oule,49140,Rives-du-Loir-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49377,49377,Villevêque,,ok
PDL0049124,TESSOUALLE,LA TESSOUALLE,,TESSOUALLE,49280,Club ,-0.839521,47.007634,0.5959124137931034,0.5449439160839161,La Tessoualle,municipality,49343,,La Tessoualle,,49280,La Tessoualle,"49, Maine-et-Loire, Pays de la Loire",49343,,,,ok
PDL0049126,GARENNES LOIRE BASKET CLUB 49 - GLBC 49.,"15, Grand'Rue","Mairie, ",Garennes sur Loire (Les),49610,Club ,-0.475866,47.407794,0.7946645454545453,0.6723085714285715,15 Grand Rue 49610 Les Garennes sur Loire,housenumber,49167_0036_00015,15,15 Grand Rue,Grand Rue,49610,Les Garennes sur Loire,"49, Maine-et-Loire, Pays de la Loire",49167,49167,Juigné-sur-Loire,,ok
PDL0049127,SEVRE BASKET A.S.,ESPACE ST HUBERT,SALLE DES SPORTS,TORFOU,49660,Club ,,,,,,,,,,,,,,,,,,not-found
PDL0049128,TOURMELAY BASKET,MELAY,,MELAY,49120,Club ,-0.72708,47.174439,0.5337702597402596,0.521639567099567,L'Étang de Melay 49120 Chemillé-en-Anjou,street,49092_C490,,L'Étang de Melay,L'Étang de Melay,49120,Chemillé-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49092,49199,Melay,,ok
PDL0049130,TRELAZE BASKET,100 BD DE LA REPUBLIQUE ,COMPLEXE SPORTIF LA GODUCIERE,TRELAZE,49800,Club ,-0.499261,47.447879,0.4695007222914071,0.4647205156037992,100 Avenue de la République 49800 Trélazé,housenumber,49353_0960_00100,100,100 Avenue de la République,Avenue de la République,49800,Trélazé,"49, Maine-et-Loire, Pays de la Loire",49353,,,,ok
PDL0049131,AVENIR TREMENTINES BASKET,SALLE AUDIGANE,RUE DE LA QUINTAINE,TREMENTINES,49340,Club ,-0.784975,47.120881,0.6570590209790209,,Rue de la Quintaine 49340 Trémentines,street,49355_0340,,Rue de la Quintaine,Rue de la Quintaine,49340,Trémentines,"49, Maine-et-Loire, Pays de la Loire",49355,,,,ok
PDL0049133,CTC TERRE DE LAYON​,,,FAVERAYE-MACHELLES,49380,Coopération Territoriale Club ,-0.488044,47.220116,0.6257671717171717,0.5910328708133972,Route du Lys 49380 Bellevigne-en-Layon,street,49345_vk4hre,,Route du Lys,Route du Lys,49380,Bellevigne-en-Layon,"49, Maine-et-Loire, Pays de la Loire",49345,49133,Faveraye-Mâchelles,,ok
PDL0049134,VERN D'ANJOU - B. CLUB VERNOIS,ALLEE DES SPORTS,VERN D'ANJOU,VERN-D'ANJOU,49220,Club ,-0.830126,47.60204,0.6656763636363636,,Allée des Sports 49220 Erdre-en-Anjou,street,49367_0063,,Allée des Sports,Allée des Sports,49220,Erdre-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49367,49367,Vern-d'Anjou,,ok
PDL0049135,CTC ANDREA MACAIROIS BASKET​,,,SAINT-MACAIRE-EN-MAUGES,49450,Coopération Territoriale Club ,-0.988409,47.125898,0.679118935698448,0.6787940404040403,Rue Saint-Louis 49450 Sèvremoine,street,49301_1020,,Rue Saint-Louis,Rue Saint-Louis,49450,Sèvremoine,"49, Maine-et-Loire, Pays de la Loire",49301,49301,St Macaire-en-Mauges,,ok
PDL0049136,VERNOIL,VERNOIL LE FOURRIER,,VERNOIL,49390,Club ,0.102518,47.394273,0.709650909090909,0.6370442424242424,Vernoil-le-Fourrier,municipality,49369,,Vernoil-le-Fourrier,,49390,Vernoil-le-Fourrier,"49, Maine-et-Loire, Pays de la Loire",49369,,,,ok
PDL0049138,YZERNAY,MAIRIE,GRANDE RUE,YZERNAY,49360,Club ,-0.698409,47.019563,0.6077151105651105,0.5354030598669623,Rue de la Frairie 49360 Yzernay,street,49381_0258,,Rue de la Frairie,Rue de la Frairie,49360,Yzernay,"49, Maine-et-Loire, Pays de la Loire",49381,,,,ok
PDL0049139,CTC LOIRE ET PLAINE BASKET,,,MAUGES SUR LOIRE,49620,Coopération Territoriale Club ,-0.934451,47.346899,0.7215345454545453,0.7080108463949842,Mauges-sur-Loire,municipality,49244,,Mauges-sur-Loire,,49110,Mauges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49244,,,,ok
PDL0049142,CTC DU JEU,15 rue de l'Avenir,,NEUVY-EN-MAUGES,49120,Coopération Territoriale Club ,-0.824651,47.269057,0.760611094619666,,15 Rue de l'Avenir de Neuvy 49120 Chemillé-en-Anjou,housenumber,49092_04jqdl_00015,15,15 Rue de l'Avenir de Neuvy,Rue de l'Avenir de Neuvy,49120,Chemillé-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49092,49225,Neuvy-en-Mauges,,ok
PDL0049143,SAINTE GEMMES SUR LOIRE,RUE DES GRANDS JARDINS,,SAINTE-GEMMES-SUR-LOIRE,49130,Club ,-0.554419,47.42675,0.9222167832167832,,Rue des Grands Jardins 49130 Sainte-Gemmes-sur-Loire,street,49278_0077,,Rue des Grands Jardins,Rue des Grands Jardins,49130,Sainte-Gemmes-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49278,,,,ok
PDL0049146,BASKET CLUB SAINT BARTHELEMY.,45 RUE DES HERAUDIERES ,,SAINT-BARTHELEMY-D'ANJOU,49124,Club ,-0.477631,47.460792,0.927558319039451,,45 Rue des Héraudières 49124 Saint-Barthélemy-d'Anjou,housenumber,49267_0204_00045,45,45 Rue des Héraudières,Rue des Héraudières,49124,Saint-Barthélemy-d'Anjou,"49, Maine-et-Loire, Pays de la Loire",49267,,,,ok
PDL0049147,SAINT AUGUSTIN DES BOIS,mairie,MAIRIE ST AUGUSTIN DES BOIS,SAINT-GEORGES-SUR-LOIRE,49170,Club ,-0.760797,47.410167,0.6287646903820816,0.6032157362355953,Rue de Saint-augustin 49170 Saint-Georges-sur-Loire,street,49283_0081,,Rue de Saint-augustin,Rue de Saint-augustin,49170,Saint-Georges-sur-Loire,"49, Maine-et-Loire, Pays de la Loire",49283,,,,ok
PDL0049149,ROSIERS,MAIRIE ROSIERS SUR LOIRE,,CHENEHUTTE-TREVES-CUNAULT,49350,Club ,-0.208278,47.329211,0.5497907327001357,0.5471992207792208,Rue de la Sablière 49350 Gennes-Val-de-Loire,street,49261_hp3ss3,,Rue de la Sablière,Rue de la Sablière,49350,Gennes-Val-de-Loire,"49, Maine-et-Loire, Pays de la Loire",49261,49094,Chênehutte-Trèves-Cunault,,ok
PDL0049152,BEAUCOUZE,Avenue de la Grange aux Belles,,BEAUCOUZE,49070,Club ,-0.626361,47.47598,0.9127543083003953,,Avenue de la Grange aux Belles 49070 Beaucouzé,street,49020_0055,,Avenue de la Grange aux Belles,Avenue de la Grange aux Belles,49070,Beaucouzé,"49, Maine-et-Loire, Pays de la Loire",49020,,,,ok
PDL0049156,TIERCE,MAIRIE,,TIERCE,49125,Club ,-0.467769,47.614824,0.5916663636363636,,Place de la Mairie 49125 Tiercé,street,49347_0120,,Place de la Mairie,Place de la Mairie,49125,Tiercé,"49, Maine-et-Loire, Pays de la Loire",49347,,,,ok
PDL0049164,SAINT MACAIRE EN MAUGES,ST MACAIRE EN MAUGES,18 ALLEE DES ECUREUILS,SEVREMOINE,49450,Club ,-0.999073,47.118021,0.7690539393939393,,18 Allée des Écureuils 49450 Sèvremoine,housenumber,49301_0371_00018,18,18 Allée des Écureuils,Allée des Écureuils,49450,Sèvremoine,"49, Maine-et-Loire, Pays de la Loire",49301,49301,St Macaire-en-Mauges,,ok
PDL0049165,BOUCHEMAINE,25 RUE DU PETIT VIVIER,,BOUCHEMAINE,49080,Club ,-0.6098,47.44942,0.9152599999999999,0.5597049011857707,25 Rue du Petit Vivier 49080 Bouchemaine,housenumber,49035_0105_00025,25,25 Rue du Petit Vivier,Rue du Petit Vivier,49080,Bouchemaine,"49, Maine-et-Loire, Pays de la Loire",49035,,,,ok
PDL0049166,MONTREUIL JUIGNE,MAIRIE DE MONTREUIL,,MONTREUIL-JUIGNE,49460,Club ,-0.617093,47.528241,0.49348947611710314,0.471434486803519,Rue Pierre et Marie Curie 49460 Montreuil-Juigné,street,49214_0131,,Rue Pierre et Marie Curie,Rue Pierre et Marie Curie,49460,Montreuil-Juigné,"49, Maine-et-Loire, Pays de la Loire",49214,,,,ok
PDL0049170,SAINT ANDRE DE LA MARCHE BASKET,PLACE DE L AIRE DU FOUR,,SAINT-ANDRE-DE-LA-MARCHE,49450,Club ,-0.99457,47.101062,0.8458629752066114,,Place de l'Aire du Four 49450 Sèvremoine,street,49301_1735,,Place de l'Aire du Four,Place de l'Aire du Four,49450,Sèvremoine,"49, Maine-et-Loire, Pays de la Loire",49301,49264,St André-de-la-Marche,,ok
PDL0049174,LONGUENEE BASKET CLUB,MAIRIE LA MEIGNANNE,,MEIGNANNE,49770,Club ,-0.6696,47.51929,0.6133441991341991,,Rue de la Mairie 49770 Longuenée-en-Anjou,street,49200_0197,,Rue de la Mairie,Rue de la Mairie,49770,Longuenée-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49200,49196,La Meignanne,,ok
PDL0049180,LAMBOISIERES-MARTIN BASKET,9 RUE DU LAVOIR,,SAINT-LEGER-DES-BOIS,49170,Club ,-0.709558,47.459157,0.9133372294372293,,9 Rue du Lavoir 49170 Saint-Léger-de-Linières,housenumber,49298_0047_00009,9,9 Rue du Lavoir,Rue du Lavoir,49170,Saint-Léger-de-Linières,"49, Maine-et-Loire, Pays de la Loire",49298,49298,Saint-Léger-des-Bois,,ok
PDL0049183,SAINT SYLVAIN D'ANJOU BASKET,MAIRIE,,VERRIERES-EN-ANJOU,49480,Club ,-0.471636,47.520058,0.6578769133192388,0.5184188811188811,Place de la Mairie 49480 Verrières-en-Anjou,street,49323_0120,,Place de la Mairie,Place de la Mairie,49480,Verrières-en-Anjou,"49, Maine-et-Loire, Pays de la Loire",49323,49323,Saint-Sylvain-d'Anjou,,ok
PDL0049186,SAINT LEGER SOUS CHOLET,MAIRIE,RUE DES MAUGES,SAINT-LEGER-SOUS-CHOLET,49280,Club ,-0.913955,47.096466,0.7999094652406415,0.7015633884297521,Rue des Mauges 49280 Saint-Léger-sous-Cholet,street,49299_0019,,Rue des Mauges,Rue des Mauges,49280,Saint-Léger-sous-Cholet,"49, Maine-et-Loire, Pays de la Loire",49299,,,,ok
PDL0049194,MENITRE,LA MENITRE,MAIRIE,MENITRE,49250,Club ,-0.269673,47.401378,0.4975355555555555,,Esplanade de la Mairie 49250 La Ménitré,street,49201_efd3ko,,Esplanade de la Mairie,Esplanade de la Mairie,49250,La Ménitré,"49, Maine-et-Loire, Pays de la Loire",49201,,,,ok
PDL0049195,ECOUFLANT,MAIRIE,,ECOUFLANT,49000,Club ,-0.529575,47.528551,0.5732429946524065,0.5503559358288769,Place de la Mairie 49000 Écouflant,street,49129_0086,,Place de la Mairie,Place de la Mairie,49000,Écouflant,"49, Maine-et-Loire, Pays de la Loire",49129,,,,ok
PDL0049197,ANGERS - UNION FEMININE  BASKET 49,330 rue SAINT LEONARD,,ANGERS,49000,Club ,-0.522952,47.459721,0.9297604278074866,,330 Rue Saint-Léonard 49000 Angers,housenumber,49007_7270_00330,330,330 Rue Saint-Léonard,Rue Saint-Léonard,49000,Angers,"49, Maine-et-Loire, Pays de la Loire",49007,,,,ok
PDL0049198,FENEU - REBOND FANOUIN,Place de la Mairie,Mairie de Feneu,FENEU,49460,Club ,-0.594283,47.570627,0.592225138339921,,Place de la Mairie 49460 Feneu,street,49135_0070,,Place de la Mairie,Place de la Mairie,49460,Feneu,"49, Maine-et-Loire, Pays de la Loire",49135,,,,ok
